,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address
10,144,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,hébert ainé,,,,,,fab,,,rue,,bourbon villeneuve,9.0,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34807024473319,48.8681747214755,9.0  rue  bourbon villeneuve
11,145,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,lereuil,,,,,,"fab brochés façon cachemire, barèges et nouveautés",,,rue,,bourbon villeneuve,11.0,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3482036751189703,48.8682136309274,11.0  rue  bourbon villeneuve
12,173,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,brousse & audbert,,,,,,mds,,,rue,,feydeau,34.0,,feydeau,2.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.33915284180846,48.8699280072201,34.0  rue  feydeau
13,192,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"sourdeaux, a. & co.",,,,,,châles casimirs à longue franges et impressions en tout genre,,,rue,des,fossés montmartre,6.0,,Mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34242837135244,48.8662046913236,6.0  rue des fossés montmartre
14,209,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,pinchon,,,,,,fab,,,rue,,montmartre,80.0,,mmt,3.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.3445155203235,48.866137465008,80.0  rue  montmartre
15,215,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"doublet, l. & laisney",,,,,,fab façon cachemire et cachemires français,,,rue,,neuve saint eustache,14.0,,mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3448944272568597,48.8670732219565,14.0  rue  neuve saint eustache
16,284,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,séjourné,,,,,,fab,,,rue,,saint denis,371.0,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3518816612237,48.868685572287,371.0  rue  saint denis
17,229,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,saint-estienne,,,,,,"fab cachemires, soie, laine et soie, barèges et étoffes nouvelles",,,rue,,neuve saint eustache,52.0,,mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34664933147085,48.8676327853677,52.0  rue  neuve saint eustache
18,1841,"dentelles, tulles, crêpes, blondes (fabricans et marchands de)",1840,,B1840,,,neveu-gillard,,,,,,,,,,,saint magloire,2.0,,,,,lombards,6.0,,,,precise_geocoding,jacoubet_paris,1,2.35003086963225,48.8624689988717,2.0    saint magloire
19,240,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"sablet, a. & co.",,,,,,"châles de laine, châles dits cachemires français, gazes de soie, barèges laine et cachemire, mérinos unis, châles imprimés sur mérinos et escot",,,rue,,sainte apolline,8.0,,porte st denis,6.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.35428571446579,48.8689332872654,8.0  rue  sainte apolline
20,256,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"lenfant, césar",,,,,,fab façon cachemire et banios,,,rue,,bourbon villeneuve,5.0,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3477636322058704,48.8680919667204,5.0  rue  bourbon villeneuve
21,269,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,dufour & fournier,,,,,,fab façon cachemire et barèges,,,rue,,bourbon villeneuve,30.0,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34998236670036,48.8686324980611,30.0  rue  bourbon villeneuve
22,274,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,sarazin frères & lhote,,,,,,"f ch en laine brochée façon cachemire, barèges et nouveautés ; fab à fresnoy le grand",,,rue,,bourbon villeneuve,39.0,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3499186743559597,48.86872007332501,39.0  rue  bourbon villeneuve
23,280,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,barrier & co,,,,,,fab brochés façn cachemire et nouveautés,,,rue,,bourbon villeneuve,57.0,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35129476277943,48.869125481019495,57.0  rue  bourbon villeneuve
24,306,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"renouard aîné, f.a.",,,,,,"fab, et gazes, barèges, etc.",,,rue,des,fossés montmartre,8.0,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34284425026925,48.866362026596796,8.0  rue des fossés montmartre
25,318,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"dufour, emile",,,,,,"de saint quentin , fab chales de laine genre cachemire et fleurs françaises, gazes de soie, barèges, et art de nouveautés ; et à st quentin",,,rue,du,mail,16.0,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3425648633982203,48.8667758247398,16.0  rue du mail
26,325,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,ludière,,,,,,fab,,,rue,,saint denis,145.0,,marchés,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34922881605823,48.8621974879469,145.0  rue  saint denis
27,348,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,limagne dit pascal,,,,,,fab façon cachemire et barèges,,,rue,,neuve saint eustache,28.0,,mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3456062218563996,48.867293207280504,28.0  rue  neuve saint eustache
28,385,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,thomas & chevalier,,,,,,"fab, et broderies, nouveautés",,,rue,,vendéme,12.0,,temple,6.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.36335413929619,48.866741593482296,12.0  rue  vendéme
29,390,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,mallard,,,,,,f et nouveautés,,,rue,,beauveau saint antoine,5.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3559588989850098,48.855909150146104,5.0  rue  beauveau saint antoine
30,395,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,barrier & co,,,,,,fab brochés façon cachemire et nouveautés,,,rue,,bourbon villeneuve,15.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34841075321684,48.8682784240701,15.0  rue  bourbon villeneuve
31,401,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,barbe,,,,,,"fab châles brochés laine pour l'exportation, mousseline laine, châlis, barège, popeline, tissu à gigots et confection, gigots en duvet, édredon et baleine",,,rue,,bourbon villeneuve,28.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3497971373122,48.86857922470671,28.0  rue  bourbon villeneuve
32,405,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"bayle, g & jardin",,,,,,"f châles cachem, laine et nouv, dépôt de Lyon et Nimes, commission en achat des articles de paris ; fab à bohain",,,rue,de,cléry,9.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3445882839152996,48.8675619402062,9.0  rue de cléry
33,415,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"brousse, jb",,,,,,"dépôt de cachemires et foulards des indes, cachemires français, nouveautés, soieries, mérinos et art de fantaisie, entrepôt des cachemires Lagorce & ternaux, rue richelieu 82 et rue feydeau 34, à la caravane",,,rue,,feydeau,34.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33915268469092,48.869927946916704,34.0  rue  feydeau
34,431,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,fouquet aîné,,,,,,f cachemires,,,rue,des,fossés montmartre,15.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3427683678283997,48.8664367094473,15.0  rue des fossés montmartre
35,432,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,deneirouse & co,,,,,,sucess de lagorce aîné & co ; fab châles et étoffes en cachemire,,,rue,des,fossés montmartre,16.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34352960958827,48.8666091010456,16.0  rue des fossés montmartre
36,448,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"raveneau, hte",,,,,,"fab et étoffes nouvelles, châles brochés et imprimés, écharpes, manteaux, nouveautés, etc",,,rue,du,mail,19.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3425732824472596,48.866883838756706,19.0  rue du mail
37,451,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"rousseau, caroline",,,,,,,,,boulevard,,montmartre,12.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34157992178871,48.8719206499281,12.0  boulevard  montmartre
38,458,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,manuel & macaigne aîné,,,,,,"f à bohain, cachemires purs, cachemires indoux, laine et nouveautés",,,rue,,neuve saint eustache,5.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3446236349000897,48.86708546663711,5.0  rue  neuve saint eustache
39,473,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,prissette fils,,,,,,"f laine façon cachemire, gazes et barèges",,,rue,,neuve saint eustache,24.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34535062087194,48.8672174183408,24.0  rue  neuve saint eustache
40,476,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,macaigne,,,,,,"f châles, barèges, popelines, châlis, mousselines de laine et nouveautés",,,rue,,neuve saint eustache,28.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3456062101462902,48.8672941395076,28.0  rue  neuve saint eustache
41,478,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"douinet, henry & co",,,,,,fab châles de cachem français ; fab à condé ste libiaire (s&m),,,rue,,neuve saint eustache,29.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34614451623895,48.867574517463396,29.0  rue  neuve saint eustache
42,479,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,vatin & co,,,,,,"fab façon cachemire, barèges et nouveautés ; fab à seboncourt",,,rue,,neuve saint eustache,29.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34614451623895,48.867574517463396,29.0  rue  neuve saint eustache
43,494,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"grehert, alexandre & co",,,,,,"fab barège, popeline, châlis, mousseline-laine, thibet et écharpes ; fab à etaves (aisne)",,,rue,,neuve saint eustache,40.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34626891859094,48.867511844865795,40.0  rue  neuve saint eustache
44,548,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,bosche,,,,,,,,,rue,,saint maur popincourt,14.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3828054438533797,48.8596164516615,14.0  rue  saint maur popincourt
45,551,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,bourg,,,,,,,,,rue,,popincourt,41.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.37541203651458,48.860077486287295,41.0  rue  popincourt
46,552,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,bourgogne,,,,,,châles et mousselines laine,,,rue,,saint maur temple,72.0,,,,,,,,,,precise_geocoding,jacoubetl_paris,1,2.3751286449562996,48.86818469389271,72.0  rue  saint maur temple
47,566,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,cathelineau-vallée & cie,,,,,,"châles brochés, nouveautés",,,rue,,neuve saint eustache,30.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3456987442413197,48.867327695204295,30.0  rue  neuve saint eustache
48,567,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,chambellan & duché aîné,,,,,,"fabr châles cachemires, indous et nouveautés",,,rue,des,fossés montmartre,8.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34284427970767,48.8663620267586,8.0  rue des fossés montmartre
49,573,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,colinet,,,,,,,,,rue,,basfroid,15.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.37944119343695,48.8545588980352,15.0  rue  basfroid
50,585,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,degrave aîné,,,,,,,,,rue,,neuve saint eustache,36.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34606510709054,48.8674463206619,36.0  rue  neuve saint eustache
51,599,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,dumont,,,,,,,,,rue,,,12.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33908625017046,48.8697135378656,12.0  rue  
52,624,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,gessiomme,,,,,,,,,passage,du,saumon,,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3451616915634,48.866111928254696,  passage du saumon
53,626,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,goguelat,,,,,,"cachemires français, mérinos et tapis imprimés",,,place,des,victoires,12.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3411225687990203,48.8660939626251,12.0  place des victoires
54,629,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,gouré jeune,,,,,,"châles indous, cachemires et nouveautés",,,rue,,neuve saint eustache,8.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3446495895566697,48.8669926112471,8.0  rue  neuve saint eustache
55,645,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,heurtebise,,,,,,"châles brochés, laine et cachemire, indous, tartans, tissus et nouveautés",,,rue,,neuve saint eustache,27.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34602400808765,48.867531714958,27.0  rue  neuve saint eustache
56,658,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,"labeunie, j & oppenheim",,,,,,"châles de paris, lyon et nimes",,,rue,des,fossés montmartre,25.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34352361171932,48.866707724136106,25.0  rue des fossés montmartre
57,674,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,lemaignen,,,,,,"châles indous, mousseline-laine, manteaux, tartans et nouveautés",,,rue,,neuve saint eustache,32.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34584368362179,48.867374087235206,32.0  rue  neuve saint eustache
58,1476,dentelles et blondes (marchands de),1815,,B1815,,,tardif,,,,,,fabr à bayeux ; dépôt,,,rue,,saint denis,234.0,,,,,porte saint denis,6.0,,,,precise_geocoding,jacoubet_paris,1,2.35023834517563,48.864472668865794,234.0  rue  saint denis
59,694,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,maliver jeune,,,,,,fabr nouveautés,,,rue,des,fossés montmartre,10.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34300251715834,48.8664179818526,10.0  rue des fossés montmartre
60,722,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,"proyart, n",,,,,,"châles, nouveautés",,,rue,de,cléry,42.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34699541404142,48.868222265957606,42.0  rue de cléry
61,727,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,robert & cie,,,,,,"brochés, laine, indous et nouveautés",,,rue,de,cléry,34.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34630874258903,48.8679946146019,34.0  rue de cléry
62,745,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,teinturier,,,,,,mérinos et nouveautés,,,rue,,saint maur popincourt,17.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.37736179250896,48.8654185708959,17.0  rue  saint maur popincourt
63,752,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,"trouillet, m",,,,,,châles laine brochés,,,rue,,bourbon villeneuve,5.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34776222496418,48.86809149290671,5.0  rue  bourbon villeneuve
64,755,chales (fabricans et march de),1840,"Annuaire général du commerce, judiciaire et administratif de France et des principales villes du monde, rédigé sous la direction de Ch. Lamy . Paris, 1840.",A1840,,,videcoq,,,,,,cachemires ternaux,,,rue,des,fossés montmartre,3.0,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34174092715421,48.8660569761305,3.0  rue des fossés montmartre
65,756,chales (fabricans et march. de),1845,"Annuaire du commerce et de l'industrie, de la magistrature et de l'administration, ou almanach des 500 000 adresses, punlié par Firmin Didot Frères, 1845, 8ème année de la publication.",A1845,,,albert ; simon & nourtier,,,,,,"fab., châles cachemires, laines et indous, tissus et nouveautés, articles pour l'exportation",,,rue,des,fossés montmartre,2.0,,Mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3416895339350896,48.8659309574259,2.0  rue des fossés montmartre
